"Job.Title","Position","Employee.Identifier","Fiscal.Year.2012","Fiscal.Year.2013","Total.Biennium","agency"
"COMMUNICATIONS SPEC I ","CL5021","659DE9858B","$28.26","","$28.26","Adjutant General"
"COMMUNICATIONS SPEC I ","CL5021","6628333F3D","$20,909.40","$37,450.27","$58,359.67","Adjutant General"
"COMMUNICATIONS SPEC I ","CL5021","A1BBC5EC4D","","$1,749.48","$1,749.48","Adjutant General"
"COMMUNICATIONS SPEC I ","CL5021","BC9FB75362","","$7,215.38","$7,215.38","Adjutant General"
"COMMUNICATIONS SPEC I ","CL5021","DFEF021522","$2,500.00","$35,256.02","$37,756.02","Adjutant General"
"COMMUNICATIONS SPEC I ","CL5021","F47F0901EB","","$25,365.03","$25,365.03","Adjutant General"
"COMMUNICATIONS SPEC I ","CL5021","FB759555D7","$21,301.94","$19,932.37","$41,234.31","Adjutant General"
"COMMUNICATIONS SPEC I ","CL5021","FBBAE844EF","$6,110.08","","$6,110.08","Adjutant General"
"COMMUNICATIONS SPEC II","CL5022","01ADCB35F7","$45,324.72","$45,614.29","$90,939.01","Adjutant General"
"COMMUNICATIONS SPEC II","CL5022","03B6690364","$42,703.08","$4,558.34","$47,261.42","Adjutant General"
"COMMUNICATIONS SPEC II","CL5022","0EA7CB5E1C","$5,346.15","$10,373.25","$15,719.40","Adjutant General"
"COMMUNICATIONS SPEC II","CL5022","106C9B1186","$434.78","","$434.78","Adjutant General"
"COMMUNICATIONS SPEC II","CL5022","16B207AE80","$50,731.84","$51,983.47","$102,715.31","Adjutant General"
"COMMUNICATIONS SPEC II","CL5022","4A04071527","$45,702.36","$46,063.10","$91,765.46","Adjutant General"
"COMMUNICATIONS SPEC II","CL5022","515CFA10D3","$9,971.86","","$9,971.86","Adjutant General"
"COMMUNICATIONS SPEC II","CL5022","5A35C66C21","$5,576.92","$14,085.99","$19,662.91","Adjutant General"
"COMMUNICATIONS SPEC II","CL5022","659DE9858B","$34,667.76","$34,817.65","$69,485.41","Adjutant General"
"COMMUNICATIONS SPEC II","CL5022","69845A3EA1","","$30,379.47","$30,379.47","Adjutant General"
"COMMUNICATIONS SPEC II","CL5022","78B2587E8D","$29,528.34","","$29,528.34","Adjutant General"
"COMMUNICATIONS SPEC II","CL5022","97B912EE04","$47,296.32","$48,420.91","$95,717.23","Adjutant General"
"COMMUNICATIONS SPEC II","CL5022","9AA870B047","$42,094.67","$42,652.50","$84,747.17","Adjutant General"
"COMMUNICATIONS SPEC II","CL5022","A1BBC5EC4D","$49,362.11","$12,240.23","$61,602.34","Adjutant General"
"COMMUNICATIONS SPEC II","CL5022","A474DBB51A","","$4,091.80","$4,091.80","Adjutant General"
"COMMUNICATIONS SPEC II","CL5022","B8015E764C","$51,650.50","$54,042.20","$105,692.70","Adjutant General"
"COMMUNICATIONS SPEC II","CL5022","C16BAB87D0","$38,924.69","","$38,924.69","Adjutant General"
"COMMUNICATIONS SPEC II","CL5022","C72AE7E8AF","$44,168.57","$31,242.28","$75,410.85","Adjutant General"
"COMMUNICATIONS SPEC II","CL5022","C8F19A720A","$44,848.69","$45,046.54","$89,895.23","Adjutant General"
"COMMUNICATIONS SPEC II","CL5022","CA51F23A2B","$10,440.22","","$10,440.22","Adjutant General"
"COMMUNICATIONS SPEC II","CL5022","CDB8954797","$52,377.06","$52,759.50","$105,136.56","Adjutant General"
"COMMUNICATIONS SPEC II","CL5022","E6F2A02072","","$36,504.47","$36,504.47","Adjutant General"
"COMMUNICATIONS SPEC II","CL5022","E96BF19EA5","$44,435.33","$45,242.92","$89,678.25","Adjutant General"
"COMMUNICATIONS SPEC II","CL5022","FBBAE844EF","$37,127.67","$42,034.03","$79,161.70","Adjutant General"
"COMMUNICATIONS SPEC III ","CL5023","30C11D35C0","$61,947.91","$68,690.04","$130,637.95","Adjutant General"
"COMMUNICATIONS SPEC III ","CL5023","960AC4D770","$55,081.22","$57,017.46","$112,098.68","Adjutant General"
"COMMUNICATIONS SPEC III ","CL5023","C72AE7E8AF","","$16,170.80","$16,170.80","Adjutant General"
"COMMUNICATIONS SPEC III ","CL5023","E13949DE8D","$50,708.91","$51,555.06","$102,263.97","Adjutant General"
"COMMUNICATIONS SPEC III ","CL5023","E75E96DCE4","$49,125.09","$36,572.82","$85,697.91","Adjutant General"
"COMMUNICATIONS SPEC III ","CL5023","FBBAE844EF","","$3,972.94","$3,972.94","Adjutant General"
"COMMUNICATIONS SUPERVISOR ","CL5024","03B6690364","","$49,172.97","$49,172.97","Adjutant General"
"COMMUNICATIONS SUPERVISOR ","CL5024","3BA352685E","$77,881.77","","$77,881.77","Adjutant General"
"COMMUNICATIONS SUPERVISOR ","CL5024","8F2C83EA2E","$68,298.62","$68,557.08","$136,855.70","Adjutant General"
"COMMUNICATIONS SUPERVISOR ","CL5024","A1BBC5EC4D","","$38,544.83","$38,544.83","Adjutant General"
"COMMUNICATIONS SUPERVISOR ","CL5024","A753E035CC","$61,835.78","$19,503.05","$81,338.83","Adjutant General"
"COMMUNICATIONS SUPERVISOR ","CL5024","B90B3519F2","$70,330.60","$74,034.52","$144,365.12","Adjutant General"
"COMPUTER & NETWK SPEC II","CL0174","3A87588D17","$55,800.11","$56,004.51","$111,804.62","Adjutant General"
"COMPUTER & NETWK SPEC II","CL0174","CF64F5069C","$51,235.25","$51,420.00","$102,655.25","Adjutant General"
"CONST COORD-NAT'L GUARD ","CL2400","DDFE314C9D","$72,354.30","$72,984.00","$145,338.30","Adjutant General"
"COORDINATOR, ND VETS CEMETERY ","CL0908","CD74AC8CFF","$21,126.00","","$21,126.00","Adjutant General"
"COORDINATOR, ND VETS CEMETERY ","CL0908","CE432FCB83","$17,296.17","","$17,296.17","Adjutant General"
"CUSTODIAL SUPERVISOR II ","CL7015","0CAFC2DC11","$34,003.96","$33,557.23","$67,561.19","Adjutant General"
"CUSTODIAL SUPERVISOR II ","CL7015","20440931B3","$30,923.74","$31,212.00","$62,135.74","Adjutant General"
"CUSTODIAL SUPERVISOR II ","CL7015","539C2A0250","$34,795.54","$35,367.63","$70,163.17","Adjutant General"
"CUSTODIAL SUPERVISOR II ","CL7015","83AD30CB07","$39,604.66","$39,540.00","$79,144.66","Adjutant General"
"CUSTODIAL SUPERVISOR II ","CL7015","8ABF467B94","$32,105.23","$31,212.00","$63,317.23","Adjutant General"
"CUSTODIAL SUPERVISOR II ","CL7015","AC66F08CA6","$32,403.61","$32,376.00","$64,779.61","Adjutant General"
"CUSTODIAL SUPERVISOR II ","CL7015","BE79EB3709","$31,798.48","$31,656.00","$63,454.48","Adjutant General"
"CUSTODIAL SUPERVISOR II ","CL7015","DBF5EAD429","$30,968.84","$29,173.72","$60,142.56","Adjutant General"
"CUSTODIAN ","CL7010","36D018D530","$15,069.67","$16,101.71","$31,171.38","Adjutant General"
"CUSTODIAN ","CL7010","39D8FC20E8","$3,376.18","","$3,376.18","Adjutant General"
"CUSTODIAN ","CL7010","A934775ADD","","$3,936.17","$3,936.17","Adjutant General"
"CUSTODIAN ","CL7010","E0A3582AB1","$29,741.04","$29,448.00","$59,189.04","Adjutant General"
"DATA PROC COORD III ","CL0153","1D8C9C142E","$56,723.78","$56,664.00","$113,387.78","Adjutant General"
"DEPUTY - NOT CLASSIFIED ","NC9003","A0923157B5","$157,681.53","$169,032.97","$326,714.50","Adjutant General"
"ELECTRICIAN II","CL8242","2587419190","$43,211.24","$43,164.00","$86,375.24","Adjutant General"
"ELECTRICIAN II","CL8242","D45DD4B56B","$42,122.00","$41,880.43","$84,002.43","Adjutant General"
"ELECTRICIAN III ","CL8243","175C22B28C","$51,719.36","$51,948.00","$103,667.36","Adjutant General"
"ELECTRICIAN III ","CL8243","4EB4C55D9A","$65,169.52","$64,831.96","$130,001.48","Adjutant General"
"ELECTRONICS TECHNICIAN II ","CL8292","24D063388B","$39,930.16","$28,055.56","$67,985.72","Adjutant General"
"ELECTRONICS TECHNICIAN II ","CL8292","4E4FDD642D","","$905.29","$905.29","Adjutant General"
"ELECTRONICS TECHNICIAN III","CL8293","2B01646305","$55,095.98","$55,308.00","$110,403.98","Adjutant General"
"ELECTRONICS TECHNICIAN III","CL8293","3826DE6B28","$77,924.98","$82,240.20","$160,165.18","Adjutant General"
"ELECTRONICS TECHNICIAN III","CL8293","72A37E708A","$59,325.11","$57,828.00","$117,153.11","Adjutant General"
"ELECTRONICS TECHNICIAN III","CL8293","AD0D75D5ED","$53,437.93","$53,148.00","$106,585.93","Adjutant General"
"EMERGENCY PROG SPEC II","CL5046","8376F3A6F3","$43,306.26","$44,635.48","$87,941.74","Adjutant General"
"EMERGENCY PROG SPEC II","CL5046","A321C868FC","$41,904.15","$42,084.00","$83,988.15","Adjutant General"
"EMERGENCY PROG SPEC II","CL5046","A61FD43D84","$50,296.14","$55,119.88","$105,416.02","Adjutant General"
"EMERGENCY PROG SPEC II","CL5046","AF6A57F937","$22,216.36","","$22,216.36","Adjutant General"
"EMERGENCY PROG SPEC II","CL5046","B041C899A5","$51,105.43","$59,392.42","$110,497.85","Adjutant General"
"EMERGENCY PROG SPEC II","CL5046","B47DBEEC19","$38,326.41","$33,865.57","$72,191.98","Adjutant General"
"EMERGENCY PROG SPEC II","CL5046","D7D0A10604","$38,843.51","","$38,843.51","Adjutant General"
"EMERGENCY PROG SPEC II","CL5046","EAEC5F112F","$46,275.82","$45,944.57","$92,220.39","Adjutant General"
"EMERGENCY PROG SPEC III ","CL5047","0724521242","$48,725.41","$52,848.00","$101,573.41","Adjutant General"
"EMERGENCY PROG SPEC III ","CL5047","15111BF934","$51,017.41","$57,607.69","$108,625.10","Adjutant General"
"EMERGENCY PROG SPEC III ","CL5047","1850AB05BB","$53,936.91","$55,092.00","$109,028.91","Adjutant General"
"EMERGENCY PROG SPEC III ","CL5047","2FDAB8B3F4","","$33,315.56","$33,315.56","Adjutant General"
"EMERGENCY PROG SPEC III ","CL5047","7E8D7173E5","$46,946.74","$52,641.50","$99,588.24","Adjutant General"
"EMERGENCY PROG SPEC III ","CL5047","AE1C70970C","$51,549.92","$53,330.00","$104,879.92","Adjutant General"
"EMERGENCY PROG SPEC III ","CL5047","AF6A57F937","$26,483.72","$53,639.14","$80,122.86","Adjutant General"
"EMERGENCY PROG SPEC III ","CL5047","BA4558537B","$60,802.18","$57,540.44","$118,342.62","Adjutant General"
"EMERGENCY PROG SPEC III ","CL5047","D7D0A10604","$14,425.49","$53,914.87","$68,340.36","Adjutant General"
"EMERGENCY PROG SPEC III ","CL5047","E41A5B41DC","$29,141.71","$51,276.00","$80,417.71","Adjutant General"
"EMERGENCY PROG SPEC III ","CL5047","EA02E2F6E0","$63,501.05","$38,698.15","$102,199.20","Adjutant General"
"ENVIRON SCIENCES ADMIN I","CL5274","8CA8F12556","$73,286.19","$73,860.00","$147,146.19","Adjutant General"
"ENVIRON SCIENTIST III ","CL5273","13E2CD0EC2","$56,451.48","$56,952.00","$113,403.48","Adjutant General"
"ENVIRON SCIENTIST III ","CL5273","55EABE3CF7","$55,362.24","$55,968.00","$111,330.24","Adjutant General"
"EQUIPMENT OPERATOR II ","CL8412","29DA7E6FBB","$40,367.12","$40,320.00","$80,687.12","Adjutant General"
"EQUIPMENT OPERATOR II ","CL8412","412285A70A","$41,892.05","$41,772.00","$83,664.05","Adjutant General"
"EQUIPMENT OPERATOR III","CL8413","525F687E47","$35,356.65","$33,985.27","$69,341.92","Adjutant General"
"GEN TRADES MAINT WKR I","CL8209","060B34D3D7","","$12,874.95","$12,874.95","Adjutant General"
"GEN TRADES MAINT WKR I","CL8209","7A10F627E8","$22,734.02","$15,923.81","$38,657.83","Adjutant General"
"GEN TRADES MAINT WKR I","CL8209","B11720DAE5","$9,505.49","","$9,505.49","Adjutant General"
"GEN TRADES MAINT WKR II ","CL8210","0C8F960C2F","$36,082.80","$35,940.00","$72,022.80","Adjutant General"
"GEN TRADES MAINT WKR II ","CL8210","57FE3DDAB2","$12,211.29","$38,326.00","$50,537.29","Adjutant General"
"GEN TRADES MAINT WKR II ","CL8210","615C7899F7","$38,648.55","$38,856.00","$77,504.55","Adjutant General"
"GEN TRADES MAINT WKR II ","CL8210","6336091029","$19,940.21","","$19,940.21","Adjutant General"
"GEN TRADES MAINT WKR II ","CL8210","863E9F9E0B","$34,354.20","$34,920.00","$69,274.20","Adjutant General"
"GEN TRADES MAINT WKR II ","CL8210","F98FEF43F3","$40,088.76","$40,630.10","$80,718.86","Adjutant General"
"GIS SPECIALIST II ","CL2114","6C21C935FD","$53,365.31","$53,280.00","$106,645.31","Adjutant General"
"GIS SPECIALIST III","CL2115","30F95D0E30","$61,921.85","$65,268.37","$127,190.22","Adjutant General"
"GIS SPECIALIST III","CL2115","775F7EC6B1","$42,289.42","$58,404.00","$100,693.42","Adjutant General"
"GRANTS/CONTRACTS OFR II ","CL0422","01F8A360C9","$11,681.50","","$11,681.50","Adjutant General"
"GRANTS/CONTRACTS OFR II ","CL0422","9D8C9F8D00","$29,609.39","$38,699.66","$68,309.05","Adjutant General"
"GRANTS/CONTRACTS OFR II ","CL0422","FD8D07BB7E","","$3,404.25","$3,404.25","Adjutant General"
"HEATING PLANT OPERATOR II ","CL8112","1892212998","$14,467.35","","$14,467.35","Adjutant General"
"HEATING PLANT OPERATOR II ","CL8112","36782B207C","$47,274.18","$46,579.56","$93,853.74","Adjutant General"
"HEATING PLANT OPERATOR II ","CL8112","441117417F","$47,292.60","$46,520.87","$93,813.47","Adjutant General"
"HEATING PLANT OPERATOR II ","CL8112","49ACC213EE","$39,278.39","$38,752.48","$78,030.87","Adjutant General"
"HEATING PLANT OPERATOR II ","CL8112","7FCB443D5D","$41,545.15","$41,020.49","$82,565.64","Adjutant General"
"HEATING PLANT OPERATOR II ","CL8112","7FEF004CC0","","$33,333.55","$33,333.55","Adjutant General"
"HEATING PLANT OPERATOR II ","CL8112","AEB4E4EE83","","$14,250.00","$14,250.00","Adjutant General"
"HEATING PLANT OPERATOR II ","CL8112","CD0DAC3DF1","$9,098.32","$1,854.55","$10,952.87","Adjutant General"
"HEATING PLANT OPERATOR II ","CL8112","DF0F74588B","$12,720.00","","$12,720.00","Adjutant General"
"HEATING PLANT OPERATOR II ","CL8112","E9828966EC","$8,203.67","","$8,203.67","Adjutant General"
"HEATING PLANT SUPV I","CL8121","077637140B","$14,418.06","","$14,418.06","Adjutant General"
"HEATING PLANT SUPV I","CL8121","DF0F74588B","$29,409.08","$43,260.00","$72,669.08","Adjutant General"
"HEATING PLANT SUPV II ","CL8122","C5604A159F","$63,120.01","$63,552.00","$126,672.01","Adjutant General"
"HOMELAND SECURITY SEC CHIEF ","CL5044","3D97A5E75F","$64,584.43","$65,076.00","$129,660.43","Adjutant General"
"HOMELAND SECURITY SEC CHIEF ","CL5044","69194851C4","$65,734.17","$66,240.00","$131,974.17","Adjutant General"
"HOMELAND SECURITY SEC CHIEF ","CL5044","8218310C09","$71,446.81","$74,821.07","$146,267.88","Adjutant General"
"HUMAN RELATIONS COUNS ","CL4142","6416F61E07","$29,051.07","$3,443.77","$32,494.84","Adjutant General"
"HUMAN RELATIONS COUNS ","CL4142","9D4D6CB711","$53,220.08","$55,861.84","$109,081.92","Adjutant General"
"HUMAN RELATIONS COUNS ","CL4142","D12FBC2DDF","$19,179.43","$7,286.13","$26,465.56","Adjutant General"
"HUMAN RELATIONS COUNS ","CL4142","D29F867580","$40,489.13","$48,451.18","$88,940.31","Adjutant General"
"HUMAN RELATIONS COUNS ","CL4142","EF0E282FA1","","$29,032.69","$29,032.69","Adjutant General"
"HUMAN RESOURCE OFFICER I","CL0803","DA6A696878","$64,330.27","$64,788.00","$129,118.27","Adjutant General"
"HUMAN RESOURCE TECH I ","CL0800","3EDB53C6F1","$42,776.65","$43,488.00","$86,264.65","Adjutant General"
"INST & FAC MSTR PLANNER ","CL2109","54C557973F","$52,723.88","$52,932.00","$105,655.88","Adjutant General"
"LANDSCAPE & GRNDS SUPV","CL8041","57FD3DDD4B","$54,539.27","$13,330.68","$67,869.95","Adjutant General"
"MAINTENANCE SUPV I","CL8203","53E78FEB55","$34,606.28","$38,427.87","$73,034.15","Adjutant General"
"MAINTENANCE SUPV II ","CL8204","061DEF2B50","$38,043.42","$41,568.00","$79,611.42","Adjutant General"
"MAINTENANCE SUPV II ","CL8204","4B4CE8B41F","$47,568.17","$47,868.00","$95,436.17","Adjutant General"
"MAINTENANCE SUPV II ","CL8204","525F687E47","","$892.00","$892.00","Adjutant General"
"MAINTENANCE SUPV II ","CL8204","55473F0DE3","$36,712.13","$41,568.00","$78,280.13","Adjutant General"
"MAINTENANCE SUPV II ","CL8204","7A10F627E8","","$23,423.24","$23,423.24","Adjutant General"
"MAINTENANCE SUPV II ","CL8204","8ACCE3D3CD","$51,641.07","$51,151.41","$102,792.48","Adjutant General"
"MAINTENANCE SUPV II ","CL8204","A26032CD88","$11,677.18","$35,095.26","$46,772.44","Adjutant General"
"MAINTENANCE SUPV II ","CL8204","AC738329E0","$14,912.71","$36,210.92","$51,123.63","Adjutant General"
"MAINTENANCE SUPV II ","CL8204","AEC50BB7B3","$15,685.98","$41,004.00","$56,689.98","Adjutant General"
"MAINTENANCE SUPV II ","CL8204","CB15E484E2","$17,195.00","","$17,195.00","Adjutant General"
"MAINTENANCE SUPV II ","CL8204","CB55DD31A1","$43,538.00","$13,415.22","$56,953.22","Adjutant General"
"MAINTENANCE SUPV II ","CL8204","CDACD715FE","$45,015.47","$46,239.59","$91,255.06","Adjutant General"
"MAINTENANCE SUPV II ","CL8204","CE432FCB83","$23,323.81","","$23,323.81","Adjutant General"
"MAINTENANCE SUPV II ","CL8204","D1C5E37474","$41,879.94","$41,868.00","$83,747.94","Adjutant General"
"MAINTENANCE SUPV II ","CL8204","EF6C04B78D","$37,547.21","$41,568.00","$79,115.21","Adjutant General"
"MAINTENANCE WORKER II ","CL8202","575EC82687","$28,869.65","$28,572.00","$57,441.65","Adjutant General"
"MAINTENANCE WORKER II ","CL8202","94C6ED4BFF","$3,326.09","$29,566.67","$32,892.76","Adjutant General"
"MAINTENANCE WORKER II ","CL8202","A26032CD88","$19,661.90","","$19,661.90","Adjutant General"
"MAINTENANCE WORKER II ","CL8202","CB2C551817","","$23,477.53","$23,477.53","Adjutant General"
"MGR ND VETERANS CEMETERY","CL0909","70DB19B08D","$31,368.03","","$31,368.03","Adjutant General"
"MGR ND VETERANS CEMETERY","CL0909","CD74AC8CFF","$26,519.36","$51,912.00","$78,431.36","Adjutant General"
"MILITARY FAC REALTY OFR ","CL2404","19BD1E52F9","$26,773.05","$46,326.73","$73,099.78","Adjutant General"
"MULTI-MEDIA DEVELOPER I ","CL0871","1431F1130F","$43,041.08","$49,494.93","$92,536.01","Adjutant General"
"NG ENERGY CONSERVATION PRG MGR","CL2071","35D98D6743","$51,574.23","","$51,574.23","Adjutant General"
"NG ENERGY CONSERVATION PRG MGR","CL2071","A9783044CC","","$17,380.95","$17,380.95","Adjutant General"
"NG ENERGY CONSERVATION PRG MGR","CL2071","B1D015CE4F","","$353.08","$353.08","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","0516E4D2A9","$29,273.44","$19,145.13","$48,418.57","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","0D14421601","$53,522.65","$52,188.00","$105,710.65","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","0DC1CFF5D7","$30,397.44","$39,612.00","$70,009.44","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","0EF6E55B41","$47,724.44","$46,836.00","$94,560.44","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","0F90333E9A","","$30,010.00","$30,010.00","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","1B251F5182","$15,380.48","","$15,380.48","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","1DC822126B","$38,666.82","","$38,666.82","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","1E37359FC8","$37,631.16","","$37,631.16","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","1E6A5DB3FE","$59,017.22","$58,595.00","$117,612.22","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","1F164FF8F1","$34,798.44","$40,812.00","$75,610.44","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","25BB77059F","$41,700.44","$41,112.00","$82,812.44","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","25DA6857E1","$41,500.44","$32,927.86","$74,428.30","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","2D20C6E2D4","$47,724.44","$46,836.00","$94,560.44","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","2F516DA14A","$18,894.44","$11,533.08","$30,427.52","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","36D39DDFC2","$42,774.44","$44,160.00","$86,934.44","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","3813B1A5AC","","$16,576.68","$16,576.68","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","39E52874E0","$57,507.58","$56,508.00","$114,015.58","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","3BE9BB7B5C","$50,448.58","$50,112.00","$100,560.58","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","3CA5E533AB","$49,056.44","$44,909.81","$93,966.25","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","3F3E002C77","$41,700.44","$41,112.00","$82,812.44","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","3F9E726EB2","$49,468.28","$48,168.00","$97,636.28","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","4073E25D26","$27,236.54","","$27,236.54","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","42D98C872F","$41,700.44","$40,812.00","$82,512.44","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","46410FED59","$39,300.44","$23,103.24","$62,403.68","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","4768B852F8","$58,935.44","$44,460.00","$103,395.44","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","4A8102ADCF","$26,020.74","$27,644.30","$53,665.04","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","5442546005","","$21,351.00","$21,351.00","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","5570E815B6","$51,834.15","$50,844.00","$102,678.15","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","58143CB2B9","$52,440.44","$52,623.00","$105,063.44","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","5B54718118","","$16,831.70","$16,831.70","Adjutant General"
