"Job.Title","Position","Employee.Identifier","Fiscal.Year.2014","Fiscal.Year.2015","Total.Biennium","agency"
"CUSTODIAL SUPERVISOR II ","CL7015","0CAFC2DC11","$34,812.00","$36,552.00","$71,364.00","Adjutant General"
"CUSTODIAL SUPERVISOR II ","CL7015","20440931B3","$34,080.00","$35,892.00","$69,972.00","Adjutant General"
"CUSTODIAL SUPERVISOR II ","CL7015","420A106584","","$22,380.25","$22,380.25","Adjutant General"
"CUSTODIAL SUPERVISOR II ","CL7015","539C2A0250","$34,200.00","$36,144.79","$70,344.79","Adjutant General"
"CUSTODIAL SUPERVISOR II ","CL7015","8030E31FE0","","$19,099.48","$19,099.48","Adjutant General"
"CUSTODIAL SUPERVISOR II ","CL7015","83AD30CB07","$41,520.00","$43,176.00","$84,696.00","Adjutant General"
"CUSTODIAL SUPERVISOR II ","CL7015","8ABF467B94","$34,080.00","$35,784.00","$69,864.00","Adjutant General"
"CUSTODIAL SUPERVISOR II ","CL7015","AC66F08CA6","$31,781.86","$36,456.00","$68,237.86","Adjutant General"
"CUSTODIAL SUPERVISOR II ","CL7015","BAFA7771CA","$30,139.00","$35,448.00","$65,587.00","Adjutant General"
"CUSTODIAL SUPERVISOR II ","CL7015","BE79EB3709","$34,080.00","$35,856.00","$69,936.00","Adjutant General"
"CUSTODIAL SUPERVISOR II ","CL7015","C7A871EFFF","$32,952.00","$10,772.75","$43,724.75","Adjutant General"
"CUSTODIAN ","CL7010","52A4D88E74","$21,076.31","$527.86","$21,604.17","Adjutant General"
"CUSTODIAN ","CL7010","8B62FB26E3","","$11,647.73","$11,647.73","Adjutant General"
"CUSTODIAN ","CL7010","8BA7D294D2","$503.48","","$503.48","Adjutant General"
"CUSTODIAN ","CL7010","9F07CFDBF7","","$18,218.50","$18,218.50","Adjutant General"
"CUSTODIAN ","CL7010","D4BB08366B","$24,322.00","$28,056.00","$52,378.00","Adjutant General"
"CUSTODIAN ","CL7010","E0A3582AB1","$30,624.00","$31,548.00","$62,172.00","Adjutant General"
"DATA PROC COORD III ","CL0153","1D8C9C142E","$44,316.00","","$44,316.00","Adjutant General"
"DATA PROC COORD IV","CL0154","1D8C9C142E","$16,101.00","$66,468.00","$82,569.00","Adjutant General"
"DEPUTY - NOT CLASSIFIED ","NC9003","A0923157B5","$169,298.03","$176,688.36","$345,986.39","Adjutant General"
"ELECTRICIAN II","CL8242","2587419190","$45,492.00","$47,460.00","$92,952.00","Adjutant General"
"ELECTRICIAN II","CL8242","D45DD4B56B","$43,800.00","$45,108.00","$88,908.00","Adjutant General"
"ELECTRICIAN III ","CL8243","175C22B28C","$54,624.00","$56,316.00","$110,940.00","Adjutant General"
"ELECTRICIAN III ","CL8243","4EB4C55D9A","$67,372.72","$69,324.00","$136,696.72","Adjutant General"
"ELECTRONICS TECHNICIAN II ","CL8292","4E4FDD642D","$48,301.62","$52,257.89","$100,559.51","Adjutant General"
"ELECTRONICS TECHNICIAN III","CL8293","2B01646305","$57,636.00","$59,148.00","$116,784.00","Adjutant General"
"ELECTRONICS TECHNICIAN III","CL8293","3826DE6B28","$78,278.62","$76,864.82","$155,143.44","Adjutant General"
"ELECTRONICS TECHNICIAN III","CL8293","72A37E708A","$58,174.83","","$58,174.83","Adjutant General"
"ELECTRONICS TECHNICIAN III","CL8293","AD0D75D5ED","$55,824.00","$58,068.00","$113,892.00","Adjutant General"
"EMERGENCY PROG SPEC II","CL5046","1585E1C842","","$28,477.78","$28,477.78","Adjutant General"
"EMERGENCY PROG SPEC II","CL5046","3F4B9985B9","","$32,163.00","$32,163.00","Adjutant General"
"EMERGENCY PROG SPEC II","CL5046","4F3AA4561F","$33,640.41","$47,508.00","$81,148.41","Adjutant General"
"EMERGENCY PROG SPEC II","CL5046","82105A81A1","","$23,400.00","$23,400.00","Adjutant General"
"EMERGENCY PROG SPEC II","CL5046","827585A21B","","$47,435.09","$47,435.09","Adjutant General"
"EMERGENCY PROG SPEC II","CL5046","82ADF50CFA","","$35,770.87","$35,770.87","Adjutant General"
"EMERGENCY PROG SPEC II","CL5046","8376F3A6F3","$46,529.31","$47,832.00","$94,361.31","Adjutant General"
"EMERGENCY PROG SPEC II","CL5046","A321C868FC","$835.22","","$835.22","Adjutant General"
"EMERGENCY PROG SPEC II","CL5046","A61FD43D84","$56,940.87","$55,730.11","$112,670.98","Adjutant General"
"EMERGENCY PROG SPEC II","CL5046","B041C899A5","$61,692.27","$25,213.64","$86,905.91","Adjutant General"
"EMERGENCY PROG SPEC II","CL5046","C0790DF501","$38,962.57","$45,110.46","$84,073.03","Adjutant General"
"EMERGENCY PROG SPEC II","CL5046","EAEC5F112F","$46,564.42","$48,504.00","$95,068.42","Adjutant General"
"EMERGENCY PROG SPEC III ","CL5047","0724521242","$55,272.00","$56,764.00","$112,036.00","Adjutant General"
"EMERGENCY PROG SPEC III ","CL5047","15111BF934","$60,815.36","$59,081.41","$119,896.77","Adjutant General"
"EMERGENCY PROG SPEC III ","CL5047","1850AB05BB","$57,108.00","$58,248.00","$115,356.00","Adjutant General"
"EMERGENCY PROG SPEC III ","CL5047","2FDAB8B3F4","$63,756.00","$66,640.89","$130,396.89","Adjutant General"
"EMERGENCY PROG SPEC III ","CL5047","7E8D7173E5","$56,627.82","$58,542.80","$115,170.62","Adjutant General"
"EMERGENCY PROG SPEC III ","CL5047","A321C868FC","$50,756.09","$54,384.00","$105,140.09","Adjutant General"
"EMERGENCY PROG SPEC III ","CL5047","AE1C70970C","$56,580.00","$58,224.00","$114,804.00","Adjutant General"
"EMERGENCY PROG SPEC III ","CL5047","AF6A57F937","$55,670.60","$57,497.00","$113,167.60","Adjutant General"
"EMERGENCY PROG SPEC III ","CL5047","B041C899A5","","$38,514.51","$38,514.51","Adjutant General"
"EMERGENCY PROG SPEC III ","CL5047","B9FB3FB8D7","","$22,691.96","$22,691.96","Adjutant General"
"EMERGENCY PROG SPEC III ","CL5047","BA4558537B","$57,563.36","$58,668.00","$116,231.36","Adjutant General"
"EMERGENCY PROG SPEC III ","CL5047","C6210D323F","","$33,118.79","$33,118.79","Adjutant General"
"EMERGENCY PROG SPEC III ","CL5047","E41A5B41DC","$54,132.00","$55,560.00","$109,692.00","Adjutant General"
"ENGINEERING TECH III","CL2003","0618D11383","","$11,827.69","$11,827.69","Adjutant General"
"ENVIRON SCIENCES ADMIN I","CL5274","8CA8F12556","$77,388.00","$81,816.00","$159,204.00","Adjutant General"
"ENVIRON SCIENTIST III ","CL5273","13E2CD0EC2","$60,384.00","$48,061.51","$108,445.51","Adjutant General"
"ENVIRON SCIENTIST III ","CL5273","55EABE3CF7","$59,376.00","$62,928.00","$122,304.00","Adjutant General"
"ENVIRON SCIENTIST III ","CL5273","DE0568904E","","$19,504.00","$19,504.00","Adjutant General"
"EQUIPMENT OPERATOR II ","CL8412","29DA7E6FBB","$24,437.24","","$24,437.24","Adjutant General"
"EQUIPMENT OPERATOR II ","CL8412","412285A70A","$43,140.00","$44,244.00","$87,384.00","Adjutant General"
"EQUIPMENT OPERATOR III","CL8413","3614ACED69","","$24,820.72","$24,820.72","Adjutant General"
"EQUIPMENT OPERATOR III","CL8413","8A4B624011","$28,694.60","$37,307.32","$66,001.92","Adjutant General"
"GEN TRADES MAINT WKR I","CL8209","060B34D3D7","$33,500.00","$34,716.00","$68,216.00","Adjutant General"
"GEN TRADES MAINT WKR II ","CL8210","0C8F960C2F","$38,100.00","$39,240.00","$77,340.00","Adjutant General"
"GEN TRADES MAINT WKR II ","CL8210","3F2C097DEC","","$15,190.50","$15,190.50","Adjutant General"
"GEN TRADES MAINT WKR II ","CL8210","57FE3DDAB2","$40,320.00","$41,532.00","$81,852.00","Adjutant General"
"GEN TRADES MAINT WKR II ","CL8210","615C7899F7","$41,208.00","$42,036.00","$83,244.00","Adjutant General"
"GEN TRADES MAINT WKR II ","CL8210","863E9F9E0B","$38,100.00","$17,629.57","$55,729.57","Adjutant General"
"GEN TRADES MAINT WKR II ","CL8210","F98FEF43F3","$42,660.00","$44,376.00","$87,036.00","Adjutant General"
"GIS SPECIALIST II ","CL2114","6C21C935FD","$55,956.00","$58,260.00","$114,216.00","Adjutant General"
"GIS SPECIALIST III","CL2115","775F7EC6B1","$45,749.36","","$45,749.36","Adjutant General"
"GIS SPECIALIST III","CL2115","9F7AF68133","$52,238.95","$63,060.00","$115,298.95","Adjutant General"
"GIS SPECIALIST III","CL2115","CD9F8C07C1","","$64,220.08","$64,220.08","Adjutant General"
"GRANTS/CONTRACTS OFR II ","CL0422","FD8D07BB7E","$56,910.00","$60,588.00","$117,498.00","Adjutant General"
"HEATING PLANT OPERATOR II ","CL8112","36782B207C","$48,096.00","$49,536.00","$97,632.00","Adjutant General"
"HEATING PLANT OPERATOR II ","CL8112","441117417F","$47,676.00","$49,104.00","$96,780.00","Adjutant General"
"HEATING PLANT OPERATOR II ","CL8112","49ACC213EE","$40,560.00","$41,784.00","$82,344.00","Adjutant General"
"HEATING PLANT OPERATOR II ","CL8112","7FCB443D5D","$42,197.68","$43,716.00","$85,913.68","Adjutant General"
"HEATING PLANT OPERATOR II ","CL8112","7FEF004CC0","$38,088.00","$39,228.00","$77,316.00","Adjutant General"
"HEATING PLANT OPERATOR II ","CL8112","AEB4E4EE83","$28,618.86","","$28,618.86","Adjutant General"
"HEATING PLANT SUPV I","CL8121","DF0F74588B","$45,876.00","$48,168.00","$94,044.00","Adjutant General"
"HEATING PLANT SUPV II ","CL8122","C5604A159F","$66,120.00","$68,100.00","$134,220.00","Adjutant General"
"HOMELAND SECURITY SEC CHIEF ","CL5044","3D97A5E75F","$68,292.00","$72,240.00","$140,532.00","Adjutant General"
"HOMELAND SECURITY SEC CHIEF ","CL5044","69194851C4","$68,832.00","$15,211.46","$84,043.46","Adjutant General"
"HOMELAND SECURITY SEC CHIEF ","CL5044","8218310C09","$74,532.10","$76,447.42","$150,979.52","Adjutant General"
"HOMELAND SECURITY SEC CHIEF ","CL5044","DEA63C30E3","","$64,350.00","$64,350.00","Adjutant General"
"HUMAN RELATIONS COUNS ","CL4142","9D4D6CB711","$57,853.32","$63,060.33","$120,913.65","Adjutant General"
"HUMAN RELATIONS COUNS ","CL4142","D0274F2FAA","","$40,818.78","$40,818.78","Adjutant General"
"HUMAN RELATIONS COUNS ","CL4142","D12FBC2DDF","$56,304.00","$59,723.44","$116,027.44","Adjutant General"
"HUMAN RELATIONS COUNS ","CL4142","F67CD2A94A","$49,494.13","$9,252.27","$58,746.40","Adjutant General"
"HUMAN RESOURCE OFFICER I","CL0803","DA6A696878","$67,380.00","$70,170.00","$137,550.00","Adjutant General"
"HUMAN RESOURCE TECH I ","CL0800","3EDB53C6F1","$45,228.00","$46,584.00","$91,812.00","Adjutant General"
"INST & FAC MSTR PLANNER ","CL2109","54C557973F","$56,112.00","$60,120.00","$116,232.00","Adjutant General"
"MAINTENANCE SUPV I","CL8203","53E78FEB55","$41,748.00","$44,208.00","$85,956.00","Adjutant General"
"MAINTENANCE SUPV II ","CL8204","0602C111B5","","$33,618.86","$33,618.86","Adjutant General"
"MAINTENANCE SUPV II ","CL8204","061DEF2B50","$45,384.00","$47,652.00","$93,036.00","Adjutant General"
"MAINTENANCE SUPV II ","CL8204","4B4CE8B41F","$50,760.00","$52,788.00","$103,548.00","Adjutant General"
"MAINTENANCE SUPV II ","CL8204","525F687E47","$45,384.00","$48,023.72","$93,407.72","Adjutant General"
"MAINTENANCE SUPV II ","CL8204","55473F0DE3","$45,384.00","$7,831.27","$53,215.27","Adjutant General"
"MAINTENANCE SUPV II ","CL8204","7A10F627E8","$45,384.00","$46,740.00","$92,124.00","Adjutant General"
"MAINTENANCE SUPV II ","CL8204","8ACCE3D3CD","$53,136.00","$55,260.00","$108,396.00","Adjutant General"
"MAINTENANCE SUPV II ","CL8204","A26032CD88","$4,628.32","$47,652.00","$52,280.32","Adjutant General"
"MAINTENANCE SUPV II ","CL8204","AC738329E0","$44,293.04","$47,071.11","$91,364.15","Adjutant General"
"MAINTENANCE SUPV II ","CL8204","AEC50BB7B3","$45,384.00","$46,968.00","$92,352.00","Adjutant General"
"MAINTENANCE SUPV II ","CL8204","CDACD715FE","$45,384.00","$47,652.00","$93,036.00","Adjutant General"
"MAINTENANCE SUPV II ","CL8204","D1C5E37474","$45,948.00","$49,140.00","$95,088.00","Adjutant General"
"MAINTENANCE SUPV II ","CL8204","EF6C04B78D","$45,384.00","$47,652.00","$93,036.00","Adjutant General"
"MAINTENANCE WORKER II ","CL8202","28730D5AA2","","$9,374.00","$9,374.00","Adjutant General"
"MAINTENANCE WORKER II ","CL8202","575EC82687","$31,248.00","$32,467.98","$63,715.98","Adjutant General"
"MAINTENANCE WORKER II ","CL8202","7FF2595D90","$22,272.00","$31,596.00","$53,868.00","Adjutant General"
"MAINTENANCE WORKER II ","CL8202","94C6ED4BFF","$34,550.62","$33,840.00","$68,390.62","Adjutant General"
"MAINTENANCE WORKER II ","CL8202","CB2C551817","$8,127.00","","$8,127.00","Adjutant General"
"MAINTENANCE WORKER II ","CL8202","E43D466476","","$17,449.51","$17,449.51","Adjutant General"
"MAINTENANCE WORKER II ","CL8202","FC250D879D","","$20,301.00","$20,301.00","Adjutant General"
"MGR ND VETERANS CEMETERY","CL0909","CD74AC8CFF","$55,032.00","$57,468.00","$112,500.00","Adjutant General"
"MILITARY FAC REALTY OFR ","CL2404","19BD1E52F9","$52,248.00","$52,591.07","$104,839.07","Adjutant General"
"MULTI-MEDIA DEVELOPER I ","CL0871","1431F1130F","$33,748.97","","$33,748.97","Adjutant General"
"MULTI-MEDIA DEVELOPER II","CL0872","1431F1130F","$17,562.00","$58,976.21","$76,538.21","Adjutant General"
"NG ENERGY CONSERVATION PRG MGR","CL2071","A9783044CC","$63,600.00","$66,744.00","$130,344.00","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","0D0C74AB97","$10,568.07","$37,356.14","$47,924.21","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","0D14421601","$52,188.00","$21,531.32","$73,719.32","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","0DC1CFF5D7","$40,504.18","$41,418.86","$81,923.04","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","0EF6E55B41","$47,832.00","$16,905.09","$64,737.09","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","0F90333E9A","$26,466.14","","$26,466.14","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","0FFA9F1C04","","$3,031.00","$3,031.00","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","1E6A5DB3FE","$61,676.52","$30,947.39","$92,623.91","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","1F164FF8F1","$24,848.68","","$24,848.68","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","218602B59A","","$3,061.00","$3,061.00","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","25BB77059F","$44,074.01","$42,942.54","$87,016.55","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","2D20C6E2D4","$46,836.00","$19,006.71","$65,842.71","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","36D39DDFC2","$44,702.48","$46,336.96","$91,039.44","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","3813B1A5AC","$591.95","","$591.95","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","39E52874E0","$56,508.00","$26,648.69","$83,156.69","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","3BE9BB7B5C","$50,436.00","$27,739.80","$78,175.80","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","3CA5E533AB","$33,937.83","$2,637.68","$36,575.51","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","3CB5719A83","$18,489.30","","$18,489.30","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","3F3E002C77","$42,209.83","$42,942.54","$85,152.37","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","3F9E726EB2","$48,168.00","$8,743.80","$56,911.80","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","42D98C872F","$42,209.83","$15,653.40","$57,863.23","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","4768B852F8","$59,562.61","$60,584.09","$120,146.70","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","4A8102ADCF","$42,664.17","$16,438.46","$59,102.63","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","5442546005","$40,950.22","$13,305.33","$54,255.55","Adjutant General"
