"Job.Title","Position","Employee.Identifier","Fiscal.Year.2010","Fiscal.Year.2011","Total.Biennium","agency"
"APPOINTED--NOT CLASSIFIED ","NC9002","4BFF34F6D5","$121,893.55","$137,229.05","$259,122.60","Adjutant General"
"BRD/COMM-NOT CLASSIFIED ","NC9006","0FC823ED2A","$187.50","$62.50","$250.00","Adjutant General"
"BRD/COMM-NOT CLASSIFIED ","NC9006","1EA09CFFC8","$125.00","","$125.00","Adjutant General"
"BRD/COMM-NOT CLASSIFIED ","NC9006","7E8D7173E5","$187.50","$62.50","$250.00","Adjutant General"
"BRD/COMM-NOT CLASSIFIED ","NC9006","A4D49823CA","","$62.50","$62.50","Adjutant General"
"BRD/COMM-NOT CLASSIFIED ","NC9006","B036E6509B","$250.00","$125.00","$375.00","Adjutant General"
"BRD/COMM-NOT CLASSIFIED ","NC9006","B6AFD3E688","","$62.50","$62.50","Adjutant General"
"BRD/COMM-NOT CLASSIFIED ","NC9006","BB979873FF","$250.00","$62.50","$312.50","Adjutant General"
"BRD/COMM-NOT CLASSIFIED ","NC9006","C174E18DDD","$62.50","","$62.50","Adjutant General"
"BRD/COMM-NOT CLASSIFIED ","NC9006","EAA2849CBD","","$62.50","$62.50","Adjutant General"
"BUSINESS MANAGER II ","CL0432","DEA63C30E3","$48,023.77","$55,432.45","$103,456.22","Adjutant General"
"BUSINESS MANAGER II ","CL0432","F4CF0F7FBD","$55,020.00","$57,576.00","$112,596.00","Adjutant General"
"CARPENTER I ","CL8221","AE34AF8DFF","$36,949.75","$38,688.00","$75,637.75","Adjutant General"
"CARPENTER II","CL8222","552F9A3014","$10,000.00","$32,250.00","$42,250.00","Adjutant General"
"CARPENTER II","CL8222","6C4052E4E3","$35,676.00","$37,776.00","$73,452.00","Adjutant General"
"CARPENTER II","CL8222","B80FE125C4","$35,856.00","$38,076.00","$73,932.00","Adjutant General"
"CARPENTER II","CL8222","FE7F8BCE60","$20,923.00","","$20,923.00","Adjutant General"
"CARPENTER III ","CL8223","2058BBBDCC","$46,512.00","$48,624.00","$95,136.00","Adjutant General"
"CARPENTER III ","CL8223","68C5669BF8","$41,136.00","$43,620.00","$84,756.00","Adjutant General"
"CARPENTER III ","CL8223","FE58A8376A","$12,202.90","","$12,202.90","Adjutant General"
"CARPENTER III ","CL8223","FE7F8BCE60","$15,470.00","$39,060.00","$54,530.00","Adjutant General"
"COMMUNICATIONS SPEC I ","CL5021","01ADCB35F7","$36,156.14","$9,580.15","$45,736.29","Adjutant General"
"COMMUNICATIONS SPEC I ","CL5021","23E3F76D95","$6,261.97","","$6,261.97","Adjutant General"
"COMMUNICATIONS SPEC I ","CL5021","4A04071527","$29,300.57","","$29,300.57","Adjutant General"
"COMMUNICATIONS SPEC I ","CL5021","70FAED6180","$33,724.82","$2,731.51","$36,456.33","Adjutant General"
"COMMUNICATIONS SPEC I ","CL5021","9AA870B047","$28,643.61","","$28,643.61","Adjutant General"
"COMMUNICATIONS SPEC I ","CL5021","C8F19A720A","$22,560.39","$9,400.17","$31,960.56","Adjutant General"
"COMMUNICATIONS SPEC I ","CL5021","FBBAE844EF","$22,110.52","$36,362.72","$58,473.24","Adjutant General"
"COMMUNICATIONS SPEC II","CL5022","01ADCB35F7","","$32,165.69","$32,165.69","Adjutant General"
"COMMUNICATIONS SPEC II","CL5022","03B6690364","","$38,757.19","$38,757.19","Adjutant General"
"COMMUNICATIONS SPEC II","CL5022","0EA7CB5E1C","","$8,368.93","$8,368.93","Adjutant General"
"COMMUNICATIONS SPEC II","CL5022","16B207AE80","$45,872.60","$47,187.76","$93,060.36","Adjutant General"
"COMMUNICATIONS SPEC II","CL5022","4A04071527","$6,495.67","$43,384.81","$49,880.48","Adjutant General"
"COMMUNICATIONS SPEC II","CL5022","515CFA10D3","$52,269.04","$53,004.88","$105,273.92","Adjutant General"
"COMMUNICATIONS SPEC II","CL5022","5A35C66C21","","$8,915.55","$8,915.55","Adjutant General"
"COMMUNICATIONS SPEC II","CL5022","78B2587E8D","$42,023.17","$43,352.01","$85,375.18","Adjutant General"
"COMMUNICATIONS SPEC II","CL5022","960AC4D770","$44,289.80","","$44,289.80","Adjutant General"
"COMMUNICATIONS SPEC II","CL5022","97B912EE04","$43,105.26","$45,227.00","$88,332.26","Adjutant General"
"COMMUNICATIONS SPEC II","CL5022","9AA870B047","$6,170.37","$39,413.75","$45,584.12","Adjutant General"
"COMMUNICATIONS SPEC II","CL5022","A1BBC5EC4D","$42,054.38","$44,220.97","$86,275.35","Adjutant General"
"COMMUNICATIONS SPEC II","CL5022","A753E035CC","$17,525.51","","$17,525.51","Adjutant General"
"COMMUNICATIONS SPEC II","CL5022","B0C1DCAD2F","$54,958.92","$48,349.78","$103,308.70","Adjutant General"
"COMMUNICATIONS SPEC II","CL5022","B8015E764C","$47,885.46","$49,093.41","$96,978.87","Adjutant General"
"COMMUNICATIONS SPEC II","CL5022","C16BAB87D0","$39,879.41","$40,926.60","$80,806.01","Adjutant General"
"COMMUNICATIONS SPEC II","CL5022","C72AE7E8AF","$37,642.02","$42,397.94","$80,039.96","Adjutant General"
"COMMUNICATIONS SPEC II","CL5022","C8F19A720A","","$33,196.28","$33,196.28","Adjutant General"
"COMMUNICATIONS SPEC II","CL5022","CA51F23A2B","$51,147.26","$52,694.05","$103,841.31","Adjutant General"
"COMMUNICATIONS SPEC II","CL5022","CDB8954797","$48,196.30","$49,341.14","$97,537.44","Adjutant General"
"COMMUNICATIONS SPEC II","CL5022","E13949DE8D","","$15,624.95","$15,624.95","Adjutant General"
"COMMUNICATIONS SPEC II","CL5022","E5D9E3968E","$55,854.36","$61,969.39","$117,823.75","Adjutant General"
"COMMUNICATIONS SPEC II","CL5022","E96BF19EA5","$40,609.03","$42,263.95","$82,872.98","Adjutant General"
"COMMUNICATIONS SPEC III ","CL5023","2F4BC31ED2","$55,301.81","$29,895.41","$85,197.22","Adjutant General"
"COMMUNICATIONS SPEC III ","CL5023","30C11D35C0","$57,499.32","$60,122.53","$117,621.85","Adjutant General"
"COMMUNICATIONS SPEC III ","CL5023","960AC4D770","$3,779.25","$53,436.22","$57,215.47","Adjutant General"
"COMMUNICATIONS SPEC III ","CL5023","9E597A5B5B","$52,921.05","","$52,921.05","Adjutant General"
"COMMUNICATIONS SPEC III ","CL5023","E13949DE8D","","$18,431.37","$18,431.37","Adjutant General"
"COMMUNICATIONS SPEC III ","CL5023","E75E96DCE4","$44,553.36","$48,401.77","$92,955.13","Adjutant General"
"COMMUNICATIONS SUPERVISOR ","CL5024","3BA352685E","$65,838.00","$66,796.30","$132,634.30","Adjutant General"
"COMMUNICATIONS SUPERVISOR ","CL5024","8F2C83EA2E","$63,807.75","$65,639.49","$129,447.24","Adjutant General"
"COMMUNICATIONS SUPERVISOR ","CL5024","A753E035CC","$41,754.21","$60,263.36","$102,017.57","Adjutant General"
"COMMUNICATIONS SUPERVISOR ","CL5024","B90B3519F2","$65,495.08","$67,555.09","$133,050.17","Adjutant General"
"COMMUNICATIONS SUPERVISOR ","CL5024","B99CEFDD30","$15,413.29","","$15,413.29","Adjutant General"
"COMPUTER & NETWK SPEC II","CL0174","3A87588D17","$22,724.55","$57,433.77","$80,158.32","Adjutant General"
"COMPUTER & NETWK SPEC II","CL0174","CF64F5069C","$46,946.37","$53,238.37","$100,184.74","Adjutant General"
"CONST COORD-NAT'L GUARD ","CL2400","4C53D1D838","$39,263.63","","$39,263.63","Adjutant General"
"CONST COORD-NAT'L GUARD ","CL2400","DDFE314C9D","$39,520.00","$68,712.00","$108,232.00","Adjutant General"
"COORDINATOR, ND VETS CEMETERY ","CL0908","CD74AC8CFF","$38,724.00","$40,915.00","$79,639.00","Adjutant General"
"CUSTODIAL SUPERVISOR II ","CL7015","0CAFC2DC11","$30,612.63","$32,445.00","$63,057.63","Adjutant General"
"CUSTODIAL SUPERVISOR II ","CL7015","20440931B3","","$25,854.55","$25,854.55","Adjutant General"
"CUSTODIAL SUPERVISOR II ","CL7015","539C2A0250","$31,883.15","$32,635.86","$64,519.01","Adjutant General"
"CUSTODIAL SUPERVISOR II ","CL7015","55473F0DE3","$29,750.20","$2,717.67","$32,467.87","Adjutant General"
"CUSTODIAL SUPERVISOR II ","CL7015","83AD30CB07","$36,308.14","$37,552.88","$73,861.02","Adjutant General"
"CUSTODIAL SUPERVISOR II ","CL7015","8ABF467B94","","$21,477.08","$21,477.08","Adjutant General"
"CUSTODIAL SUPERVISOR II ","CL7015","AC66F08CA6","$28,500.00","$30,886.00","$59,386.00","Adjutant General"
"CUSTODIAL SUPERVISOR II ","CL7015","BE79EB3709","$28,392.00","$29,772.00","$58,164.00","Adjutant General"
"CUSTODIAL SUPERVISOR II ","CL7015","C7A871EFFF","$27,897.86","$15,646.87","$43,544.73","Adjutant General"
"CUSTODIAL SUPERVISOR II ","CL7015","DBF5EAD429","","$11,675.00","$11,675.00","Adjutant General"
"CUSTODIAN ","CL7010","20440931B3","$20,124.00","$2,195.59","$22,319.59","Adjutant General"
"CUSTODIAN ","CL7010","39D8FC20E8","","$16,763.35","$16,763.35","Adjutant General"
"CUSTODIAN ","CL7010","E0A3582AB1","$26,674.99","$27,780.00","$54,454.99","Adjutant General"
"DATA PROC COORD III ","CL0153","1D8C9C142E","$51,113.97","$56,617.26","$107,731.23","Adjutant General"
"DEPUTY - NOT CLASSIFIED ","NC9003","A0923157B5","$17,913.70","$136,976.24","$154,889.94","Adjutant General"
"DEPUTY - NOT CLASSIFIED ","NC9003","A37A13D4B3","$154,219.42","$50,407.67","$204,627.09","Adjutant General"
"ELECTRICIAN II","CL8242","2587419190","$38,556.00","$40,260.00","$78,816.00","Adjutant General"
"ELECTRICIAN II","CL8242","D45DD4B56B","","$21,797.13","$21,797.13","Adjutant General"
"ELECTRICIAN III ","CL8243","175C22B28C","","$45,628.88","$45,628.88","Adjutant General"
"ELECTRICIAN III ","CL8243","4EB4C55D9A","$58,749.51","$60,984.00","$119,733.51","Adjutant General"
"ELECTRICIAN III ","CL8243","73A7396967","$47,162.34","","$47,162.34","Adjutant General"
"ELECTRONICS TECHNICIAN II ","CL8292","24D063388B","","$24,176.63","$24,176.63","Adjutant General"
"ELECTRONICS TECHNICIAN II ","CL8292","F0978756D0","$3,368.00","$184.59","$3,552.59","Adjutant General"
"ELECTRONICS TECHNICIAN III","CL8293","2B01646305","$6,021.54","$51,664.53","$57,686.07","Adjutant General"
"ELECTRONICS TECHNICIAN III","CL8293","3826DE6B28","$83,532.08","$80,211.27","$163,743.35","Adjutant General"
"ELECTRONICS TECHNICIAN III","CL8293","72A37E708A","$52,056.00","$56,481.72","$108,537.72","Adjutant General"
"ELECTRONICS TECHNICIAN III","CL8293","AD0D75D5ED","$48,264.00","$50,592.00","$98,856.00","Adjutant General"
"EMERGENCY PROG SPEC II","CL5046","6C4C126DEF","$4,631.06","","$4,631.06","Adjutant General"
"EMERGENCY PROG SPEC II","CL5046","8376F3A6F3","$38,796.75","$48,938.90","$87,735.65","Adjutant General"
"EMERGENCY PROG SPEC II","CL5046","A321C868FC","$25,899.13","$43,044.89","$68,944.02","Adjutant General"
"EMERGENCY PROG SPEC II","CL5046","A61FD43D84","$46,651.84","$52,894.19","$99,546.03","Adjutant General"
"EMERGENCY PROG SPEC II","CL5046","AF6A57F937","$40,211.73","$49,285.13","$89,496.86","Adjutant General"
"EMERGENCY PROG SPEC II","CL5046","B47DBEEC19","$37,392.00","$40,953.48","$78,345.48","Adjutant General"
"EMERGENCY PROG SPEC II","CL5046","D7D0A10604","$39,036.00","$41,092.71","$80,128.71","Adjutant General"
"EMERGENCY PROG SPEC II","CL5046","EAEC5F112F","$42,537.74","$48,226.15","$90,763.89","Adjutant General"
"EMERGENCY PROG SPEC III ","CL5047","15111BF934","$20,426.25","$56,050.44","$76,476.69","Adjutant General"
"EMERGENCY PROG SPEC III ","CL5047","1850AB05BB","$50,304.00","$52,320.00","$102,624.00","Adjutant General"
"EMERGENCY PROG SPEC III ","CL5047","3D97A5E75F","$16,636.00","","$16,636.00","Adjutant General"
"EMERGENCY PROG SPEC III ","CL5047","AE1C70970C","$27,349.81","$51,453.13","$78,802.94","Adjutant General"
"EMERGENCY PROG SPEC III ","CL5047","BA4558537B","$54,978.04","$69,509.97","$124,488.01","Adjutant General"
"EMERGENCY PROG SPEC III ","CL5047","EA02E2F6E0","$56,700.61","$63,183.04","$119,883.65","Adjutant General"
"ENVIRON SCIENCES ADMIN I","CL5274","8CA8F12556","$64,404.00","$67,944.00","$132,348.00","Adjutant General"
"ENVIRON SCIENTIST III ","CL5273","13E2CD0EC2","$50,916.00","$53,460.00","$104,376.00","Adjutant General"
"ENVIRON SCIENTIST III ","CL5273","55EABE3CF7","$48,684.00","$51,192.00","$99,876.00","Adjutant General"
"EQUIPMENT OPERATOR II ","CL8412","29DA7E6FBB","$30,697.31","$38,004.00","$68,701.31","Adjutant General"
"EQUIPMENT OPERATOR II ","CL8412","412285A70A","$37,932.00","$39,864.00","$77,796.00","Adjutant General"
"EQUIPMENT OPERATOR III","CL8413","525F687E47","$30,600.00","$32,628.00","$63,228.00","Adjutant General"
"GEN TRADES MAINT WKR I","CL8209","B11720DAE5","$30,780.00","$33,012.00","$63,792.00","Adjutant General"
"GEN TRADES MAINT WKR II ","CL8210","0C8F960C2F","","$27,440.00","$27,440.00","Adjutant General"
"GEN TRADES MAINT WKR II ","CL8210","615C7899F7","$34,380.00","$36,708.00","$71,088.00","Adjutant General"
"GEN TRADES MAINT WKR II ","CL8210","6336091029","$35,052.00","$36,991.86","$72,043.86","Adjutant General"
"GEN TRADES MAINT WKR II ","CL8210","863E9F9E0B","","$1,711.82","$1,711.82","Adjutant General"
"GEN TRADES MAINT WKR II ","CL8210","F98FEF43F3","$35,993.91","$37,857.94","$73,851.85","Adjutant General"
"GIS SPECIALIST II ","CL2114","6C21C935FD","$48,084.00","$50,484.00","$98,568.00","Adjutant General"
"GIS SPECIALIST III","CL2115","30F95D0E30","$22,579.85","$64,676.56","$87,256.41","Adjutant General"
"GRANTS/CONTRACTS OFR II ","CL0422","01F8A360C9","$45,392.00","$49,080.00","$94,472.00","Adjutant General"
"GRANTS/CONTRACTS OFR II ","CL0422","2E7AB4AB54","$13,112.40","","$13,112.40","Adjutant General"
"HEATING PLANT OPERATOR II ","CL8112","1892212998","$7,000.31","$17,843.72","$24,844.03","Adjutant General"
"HEATING PLANT OPERATOR II ","CL8112","36782B207C","$43,239.08","$45,373.53","$88,612.61","Adjutant General"
"HEATING PLANT OPERATOR II ","CL8112","441117417F","$42,376.98","$44,516.87","$86,893.85","Adjutant General"
"HEATING PLANT OPERATOR II ","CL8112","49ACC213EE","$5,007.59","$31,964.00","$36,971.59","Adjutant General"
"HEATING PLANT OPERATOR II ","CL8112","7FCB443D5D","$36,091.73","$37,993.85","$74,085.58","Adjutant General"
"HEATING PLANT OPERATOR II ","CL8112","AD9EB42940","$23,032.47","","$23,032.47","Adjutant General"
"HEATING PLANT OPERATOR II ","CL8112","DF0F74588B","$35,218.02","$37,301.50","$72,519.52","Adjutant General"
"HEATING PLANT SUPV I","CL8121","077637140B","$45,689.16","$47,661.39","$93,350.55","Adjutant General"
"HEATING PLANT SUPV II ","CL8122","C5604A159F","$57,264.00","$58,752.00","$116,016.00","Adjutant General"
"HOMELAND SECURITY SEC CHIEF ","CL5044","3D97A5E75F","$38,960.00","$61,983.31","$100,943.31","Adjutant General"
"HOMELAND SECURITY SEC CHIEF ","CL5044","41253A01D9","$13,721.53","","$13,721.53","Adjutant General"
"HOMELAND SECURITY SEC CHIEF ","CL5044","69194851C4","$59,520.00","$62,688.19","$122,208.19","Adjutant General"
"HOMELAND SECURITY SEC CHIEF ","CL5044","8218310C09","$61,985.71","$73,856.30","$135,842.01","Adjutant General"
"HUMAN RELATIONS COUNS ","CL4142","9D4D6CB711","$47,928.00","$50,332.43","$98,260.43","Adjutant General"
"HUMAN RELATIONS COUNS ","CL4142","D12FBC2DDF","$48,135.38","$50,376.00","$98,511.38","Adjutant General"
"HUMAN RELATIONS COUNS ","CL4142","EF0E282FA1","$26,882.12","$42,284.16","$69,166.28","Adjutant General"
"HUMAN RESOURCE OFFICER I","CL0803","DA6A696878","$57,480.00","$60,960.00","$118,440.00","Adjutant General"
"HUMAN RESOURCE TECH I ","CL0800","3EDB53C6F1","","$38,036.49","$38,036.49","Adjutant General"
"HUMAN RESOURCE TECH I ","CL0801","3EDB53C6F1","$38,838.78","","$38,838.78","Adjutant General"
"HUMAN RESOURCE TECH II","CL0801","3EDB53C6F1","","$3,379.00","$3,379.00","Adjutant General"
"INST & FAC MSTR PLANNER ","CL2109","54C557973F","$47,504.00","$49,872.00","$97,376.00","Adjutant General"
"LANDSCAPE & GRNDS SUPV","CL8041","57FD3DDD4B","$49,812.00","$52,152.00","$101,964.00","Adjutant General"
"MAINTENANCE SUPV I","CL8203","53E78FEB55","$31,492.72","$33,189.54","$64,682.26","Adjutant General"
"MAINTENANCE SUPV II ","CL8204","061DEF2B50","$33,996.00","$35,700.00","$69,696.00","Adjutant General"
"MAINTENANCE SUPV II ","CL8204","4B4CE8B41F","$42,468.00","$44,592.00","$87,060.00","Adjutant General"
"MAINTENANCE SUPV II ","CL8204","55473F0DE3","","$32,993.40","$32,993.40","Adjutant General"
"MAINTENANCE SUPV II ","CL8204","7CBD347475","$30,056.90","","$30,056.90","Adjutant General"
"MAINTENANCE SUPV II ","CL8204","8ACCE3D3CD","$46,793.11","$49,564.96","$96,358.07","Adjutant General"
"MAINTENANCE SUPV II ","CL8204","8F26157897","$25,851.00","","$25,851.00","Adjutant General"
"MAINTENANCE SUPV II ","CL8204","AC738329E0","$2,727.06","$35,280.00","$38,007.06","Adjutant General"
"MAINTENANCE SUPV II ","CL8204","CB15E484E2","$37,272.00","$40,080.00","$77,352.00","Adjutant General"
"MAINTENANCE SUPV II ","CL8204","CB55DD31A1","$39,168.00","$41,076.00","$80,244.00","Adjutant General"
"MAINTENANCE SUPV II ","CL8204","CDACD715FE","$39,360.10","$41,148.00","$80,508.10","Adjutant General"
"MAINTENANCE SUPV II ","CL8204","CE432FCB83","$35,250.65","$36,828.00","$72,078.65","Adjutant General"
"MAINTENANCE SUPV II ","CL8204","D1C5E37474","$37,596.00","$39,420.00","$77,016.00","Adjutant General"
"MAINTENANCE SUPV II ","CL8204","EF6C04B78D","$7,854.55","$34,515.00","$42,369.55","Adjutant General"
"MAINTENANCE WORKER II ","CL8202","575EC82687","$25,704.00","$26,952.00","$52,656.00","Adjutant General"
"MAINTENANCE WORKER II ","CL8202","A26032CD88","($1,820.93)","$22,867.22","$21,046.29","Adjutant General"
"MGR ND VETERANS CEMETERY","CL0909","70DB19B08D","$53,088.00","$55,668.00","$108,756.00","Adjutant General"
"MILITARY FAC REALTY OFR ","CL2404","19BD1E52F9","$45,444.00","$47,628.00","$93,072.00","Adjutant General"
"MULTI-MEDIA DEVELOPER I ","CL0871","1431F1130F","$44,630.26","$45,252.00","$89,882.26","Adjutant General"
"NDNG ANTI-TERRORISM PROG MGR","CL5528","76C90EF37A","$25,884.00","","$25,884.00","Adjutant General"
"NG ENERGY CONSERVATION PRG MGR","CL2071","35D98D6743","$53,352.00","$55,968.00","$109,320.00","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","0A2A84D2A5","$23,293.91","","$23,293.91","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","0D14421601","$51,401.38","$52,188.00","$103,589.38","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","0DC1CFF5D7","$2,953.33","$3,201.00","$6,154.33","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","0EF6E55B41","$45,092.86","$46,500.00","$91,592.86","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","12E225B43D","$19,525.90","","$19,525.90","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","1B251F5182","$38,674.62","$38,369.78","$77,044.40","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","1DC822126B","$2,673.86","$38,261.50","$40,935.36","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","1E37359FC8","$2,814.85","$37,112.08","$39,926.93","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","1E6A5DB3FE","$56,150.95","$57,496.00","$113,646.95","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","1F164FF8F1","$6,292.00","$6,301.91","$12,593.91","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","25BB77059F","$37,948.62","$39,912.00","$77,860.62","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","25DA6857E1","$39,021.29","$39,612.00","$78,633.29","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","2D20C6E2D4","$45,092.86","$46,500.00","$91,592.86","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","36D39DDFC2","$42,441.05","$44,160.00","$86,601.05","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","39E52874E0","$55,274.28","$56,136.00","$111,410.28","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","3BE9BB7B5C","$48,392.62","$49,140.00","$97,532.62","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","3C16D69E42","$29,573.57","","$29,573.57","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","3CA5E533AB","$42,157.10","$48,168.00","$90,325.10","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","3F3E002C77","$4,943.24","$34,210.27","$39,153.51","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","3F9E726EB2","$47,417.67","$48,168.00","$95,585.67","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","42D98C872F","$39,267.29","$39,612.00","$78,879.29","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","46410FED59","$35,697.53","$37,412.00","$73,109.53","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","4768B852F8","$37,714.00","$57,636.00","$95,350.00","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","47D8B704B6","$6,170.05","","$6,170.05","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","5570E815B6","$49,076.57","$49,512.00","$98,588.57","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","58143CB2B9","$50,747.43","$51,552.00","$102,299.43","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","59B28E7DCC","$34,712.45","$6,332.06","$41,044.51","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","62025630DC","$23,901.53","$36,812.00","$60,713.53","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","66D71FD510","$39,267.29","$39,912.00","$79,179.29","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","67EE3A6F9A","$49,076.57","$49,512.00","$98,588.57","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","6924929202","$35,084.65","","$35,084.65","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","6C3450F21B","$3,001.00","$32,969.59","$35,970.59","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","6CCEF42A25","$45,154.86","$47,332.00","$92,486.86","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","6F76D07093","$33,429.52","$38,412.00","$71,841.52","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","771327A438","$8,880.01","","$8,880.01","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","7861DC8431","$32,774.57","$2,182.50","$34,957.07","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","808BA2879F","$41,016.99","$37,224.73","$78,241.72","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","84A60CF8C3","$35,797.53","$37,312.00","$73,109.53","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","A6D4D859D3","$46,424.76","$38,207.79","$84,632.55","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","A837CCBC73","$7,304.31","$10,080.87","$17,385.18","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","A84CA4BF11","$40,901.14","$42,594.00","$83,495.14","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","A8C6ECC666","$35,897.53","$32,679.77","$68,577.30","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","A8E7B17623","$60,397.86","$60,924.00","$121,321.86","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","A9DBBCDA9A","$49,076.57","$49,512.00","$98,588.57","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","ADA52EC913","$25,388.33","$42,723.74","$68,112.07","Adjutant General"
"NG SECURITY/FIREFIGHTER ","NG9024","ADC28173C3","$14,933.89","","$14,933.89","Adjutant General"
